ID,환경-연령대,환경-성별,환경-날짜,환경-위치,환경-초미세먼지(PM2.5),환경-미세먼지(PM10),환경-오존(O₃),환경-이산화질소(NO₂),환경-일산화탄소(CO),환경-아황산가스(SO₂),환경-온도,환경-습도
3178,80대 이상,남성,2019-09-09,울산시 동구,12.1㎍/㎥,20.8㎍/㎥,0.0272ppm,0.029ppm,0.34ppm,0.004ppm,22.6°C,66%
3178,80대 이상,남성,2022-04-10,부산시 부산진구,22.3㎍/㎥,46.4㎍/㎥,0.0387ppm,0.01ppm,0.3ppm,0.0028ppm,15.5°C,54%
3179,50대,남성,2021-02-18,대구시 수성구,29.4㎍/㎥,47.9㎍/㎥,0.0169ppm,0.029ppm,0.67ppm,0.0034ppm,1.6°C,57%
3181,70대,남성,2019-01-19,인천시 부평구,38.4㎍/㎥,64.9㎍/㎥,0.01ppm,0.0567ppm,0.7ppm,0.0073ppm,-1.6°C,50%
3182,20대,남성,2020-12-10,서울시 서대문구,25.5㎍/㎥,43.8㎍/㎥,0.0144ppm,0.022ppm,0.61ppm,0.0051ppm,-1°C,58%
3182,20대,남성,2021-01-30,서울시 초구,21.1㎍/㎥,39㎍/㎥,0.0142ppm,0.0279ppm,0.68ppm,0.0042ppm,-2.9°C,60%
3182,20대,남성,2022-09-29,서울시 서대문구,11.5㎍/㎥,21.4㎍/㎥,0.0272ppm,0.0156ppm,0.22ppm,0.0035ppm,21°C,71%
3183,70대,남성,2019-01-15,광주시 광산구,39.7㎍/㎥,63.4㎍/㎥,0.0107ppm,0.0298ppm,0.65ppm,0.0054ppm,-2.2°C,50%
3183,70대,남성,2020-03-07,인천시 서구,23.8㎍/㎥,43.7㎍/㎥,0.0267ppm,0.0219ppm,0.53ppm,0.0032ppm,7.7°C,46%
3184,10대,남성,2022-03-12,대구시 동구,19.4㎍/㎥,39.7㎍/㎥,0.0209ppm,0.0315ppm,0.45ppm,0.0033ppm,8.3°C,62%
3185,70대,여성,2019-07-04,서울시 광진구,18.9㎍/㎥,25.7㎍/㎥,0.0274ppm,0.0158ppm,0.38ppm,0.0035ppm,27.4°C,68%
3186,50대,여성,2019-05-20,대구시 군위군,30.4㎍/㎥,53.1㎍/㎥,0.0392ppm,0.0333ppm,0.57ppm,0.0039ppm,21.3°C,45%
3187,60대,여성,2019-10-15,부산시 금정구,13.8㎍/㎥,31㎍/㎥,0.0169ppm,0.0386ppm,0.67ppm,0.0012ppm,16.5°C,64%
3187,60대,여성,2020-04-18,서울시 강동구,19.3㎍/㎥,44.6㎍/㎥,0.0367ppm,0.0155ppm,0.55ppm,0.0031ppm,9.2°C,45%
3189,80대 이상,남성,2020-09-04,광주시 광산구,11.7㎍/㎥,18.3㎍/㎥,0.0298ppm,0.0007ppm,0.3ppm,0.0019ppm,18.4°C,70%
3189,80대 이상,남성,2023-01-11,부산시 서구,28.4㎍/㎥,42.7㎍/㎥,0.0178ppm,0.0407ppm,0.71ppm,0.0033ppm,-2.2°C,62%
3190,10대,여성,2020-01-17,대구시 달서구,29.4㎍/㎥,42㎍/㎥,0.0148ppm,0.0339ppm,0.74ppm,0.0048ppm,0.9°C,59%
3190,10대,여성,2021-07-09,부산시 사상구,15.2㎍/㎥,24.6㎍/㎥,0.0392ppm,0.0026ppm,0.26ppm,0.0033ppm,28°C,72%
3190,10대,여성,2022-08-24,서울시 노원구,12.3㎍/㎥,18.3㎍/㎥,0.0313ppm,0.0159ppm,0.28ppm,0.0024ppm,25.3°C,81%
3192,40대,여성,2020-05-08,인천시 부평구,18.7㎍/㎥,35.4㎍/㎥,0.0337ppm,0.0199ppm,0.34ppm,0.0031ppm,17.1°C,67%
3193,60대,남성,2018-11-14,서울시 중랑구,28.7㎍/㎥,53.4㎍/㎥,0.0082ppm,0.0417ppm,0.45ppm,0.0033ppm,7.1°C,54%
3193,60대,남성,2019-01-20,서울시 양천구,36.6㎍/㎥,65.5㎍/㎥,0.0105ppm,0.0498ppm,0.69ppm,0.0047ppm,-1°C,50%
3193,60대,남성,2020-10-04,서울시 강동구,16.4㎍/㎥,34.8㎍/㎥,0.023ppm,0.0125ppm,0.5ppm,0.0034ppm,16.4°C,58%
3194,50대,여성,2021-07-27,서울시 중구,15㎍/㎥,23.9㎍/㎥,0.0404ppm,0.0106ppm,0.29ppm,0.0001ppm,27.2°C,77%
3194,50대,여성,2021-08-07,부산시 중구,13.8㎍/㎥,21.9㎍/㎥,0.0316ppm,0.0056ppm,0.48ppm,0.0026ppm,25°C,76%
3194,50대,여성,2021-11-22,인천시 남동구,26.8㎍/㎥,44.4㎍/㎥,0.0138ppm,0.0286ppm,0.62ppm,0.0024ppm,6.3°C,69%
3196,40대,여성,2021-08-31,부산시 영도구,13.2㎍/㎥,20.7㎍/㎥,0.0319ppm,0.0228ppm,0.37ppm,0.0015ppm,25.8°C,74%
3197,80대 이상,남성,2020-03-09,인천시 미추홀구,26.3㎍/㎥,45.2㎍/㎥,0.0248ppm,0.0356ppm,0.41ppm,0.0026ppm,7.1°C,47%
3200,60대,여성,2022-08-03,울산시 북구,12.9㎍/㎥,22.3㎍/㎥,0.0322ppm,0.0126ppm,0.29ppm,0.0021ppm,24.9°C,84%
3200,60대,여성,2022-09-27,대구시 달서구,9.8㎍/㎥,20.8㎍/㎥,0.0299ppm,0.0161ppm,0.41ppm,0.0015ppm,22.9°C,65%
3201,20대,남성,2019-06-28,부산시 금정구,21.8㎍/㎥,29.5㎍/㎥,0.0364ppm,0.0258ppm,0.27ppm,0.0012ppm,22.2°C,64%
3201,20대,남성,2020-12-12,대구시 서구,26.7㎍/㎥,40.8㎍/㎥,0.015ppm,0.0205ppm,0.57ppm,0.0037ppm,1.3°C,56%
3201,20대,남성,2021-03-28,대구시 북구,33.4㎍/㎥,66.3㎍/㎥,0.0214ppm,0.0339ppm,0.57ppm,0.0024ppm,9.4°C,66%
3201,20대,남성,2021-06-29,광주시 광산구,18.3㎍/㎥,33.8㎍/㎥,0.0459ppm,0.0039ppm,0.5ppm,0.0012ppm,24.8°C,70%
3201,20대,남성,2022-07-14,대구시 군위군,13.1㎍/㎥,24.7㎍/㎥,0.0331ppm,0.01ppm,0.19ppm,0.0015ppm,25.9°C,79%
3202,40대,여성,2021-05-31,부산시 서구,20.1㎍/㎥,63.2㎍/㎥,0.0393ppm,0.0242ppm,0.28ppm,0.004ppm,16.6°C,66%
3203,30대,여성,2023-01-01,서울시 중랑구,28㎍/㎥,44.8㎍/㎥,0.0161ppm,0.0302ppm,0.58ppm,0.0047ppm,-1.3°C,67%
3204,40대,남성,2021-03-12,서울시 초구,35.1㎍/㎥,67.7㎍/㎥,0.025ppm,0.0284ppm,0.63ppm,0.0027ppm,9°C,63%
3205,10대,남성,2020-03-09,부산시 부산진구,25.3㎍/㎥,45.2㎍/㎥,0.0222ppm,0.0322ppm,0.65ppm,0.0035ppm,8.9°C,50%
3206,50대,여성,2019-03-04,인천시 연수구,45.2㎍/㎥,67.6㎍/㎥,0.0275ppm,0.0419ppm,0.56ppm,0.0054ppm,4.8°C,54%
3206,50대,여성,2021-03-31,인천시 중구,32.7㎍/㎥,67.7㎍/㎥,0.0268ppm,0.0134ppm,0.64ppm,0.0059ppm,8.7°C,61%
3209,40대,남성,2020-06-16,대구시 동구,21.5㎍/㎥,34.7㎍/㎥,0.0428ppm,0.0297ppm,0.25ppm,0.0019ppm,23.8°C,73%
3209,40대,남성,2021-01-03,울산시 남구,20㎍/㎥,36.8㎍/㎥,0.0114ppm,0.0079ppm,0.69ppm,0.004ppm,-2.8°C,63%
3209,40대,남성,2023-01-22,광주시 광산구,29.6㎍/㎥,44.2㎍/㎥,0.0161ppm,0.018ppm,0.41ppm,0.0049ppm,-1.6°C,63%
3210,30대,남성,2019-10-18,서울시 성북구,16.6㎍/㎥,34.5㎍/㎥,0.0217ppm,0.0372ppm,0.62ppm,0.0043ppm,14.8°C,65%
3211,40대,남성,2023-02-12,대구시 달성군,26.8㎍/㎥,39.1㎍/㎥,0.023ppm,0.0283ppm,0.68ppm,0.003ppm,2.1°C,61%
3212,40대,남성,2022-09-03,인천시 부평구,10.8㎍/㎥,21.5㎍/㎥,0.0308ppm,0.0209ppm,0.29ppm,0.0027ppm,23.4°C,68%
3213,60대,남성,2020-03-21,서울시 서대문구,24.5㎍/㎥,45.3㎍/㎥,0.0279ppm,0.0234ppm,0.37ppm,0.0041ppm,8.7°C,44%
3213,60대,남성,2022-07-20,서울시 강서구,15.4㎍/㎥,23.4㎍/㎥,0.0395ppm,0.0141ppm,0.21ppm,0.0028ppm,29.2°C,79%
3214,50대,남성,2023-01-07,부산시 서구,30.9㎍/㎥,43.8㎍/㎥,0.0153ppm,0.0314ppm,0.66ppm,0.0037ppm,-1°C,62%
3215,60대,여성,2019-10-08,서울시 성동구,14.3㎍/㎥,33.9㎍/㎥,0.0201ppm,0.0429ppm,0.51ppm,0.0034ppm,16.5°C,61%
3216,20대,여성,2021-07-03,서울시 구로구,15.6㎍/㎥,24㎍/㎥,0.039ppm,0.0275ppm,0.37ppm,0.0024ppm,28.7°C,71%
3216,20대,여성,2023-02-24,부산시 북구,27.5㎍/㎥,38㎍/㎥,0.0277ppm,0.0326ppm,0.59ppm,0.003ppm,0.9°C,62%
3217,50대,여성,2019-06-20,서울시 도봉구,19.9㎍/㎥,27.7㎍/㎥,0.0412ppm,0.0297ppm,0.56ppm,0.0014ppm,22.1°C,61%
3217,50대,여성,2021-06-04,서울시 동작구,18.1㎍/㎥,33.8㎍/㎥,0.0454ppm,0.0194ppm,0.46ppm,0.0035ppm,21.6°C,72%
3217,50대,여성,2021-06-04,부산시 수영구,18.8㎍/㎥,33.5㎍/㎥,0.0387ppm,0.0154ppm,0.53ppm,0.0033ppm,23.9°C,76%
3217,50대,여성,2022-02-12,광주시 서구,25.3㎍/㎥,40.8㎍/㎥,0.0277ppm,0.027ppm,0.43ppm,0.0057ppm,0°C,60%
3218,30대,여성,2021-05-09,부산시 사상구,18.5㎍/㎥,60.1㎍/㎥,0.0355ppm,0.0232ppm,0.39ppm,0.0027ppm,18°C,69%
3219,60대,여성,2022-11-14,대구시 중구,22.8㎍/㎥,37.9㎍/㎥,0.02ppm,0.0237ppm,0.71ppm,0.0033ppm,10.1°C,65%
3221,70대,여성,2023-02-26,부산시 동래구,24.4㎍/㎥,40.1㎍/㎥,0.0276ppm,0.0393ppm,0.54ppm,0.0022ppm,1°C,55%
3222,60대,남성,2022-09-08,서울시 서대문구,10.9㎍/㎥,22.2㎍/㎥,0.0343ppm,0.003ppm,0.32ppm,0.0036ppm,25.2°C,61%
3223,50대,남성,2020-08-17,부산시 부산진구,16.1㎍/㎥,22.1㎍/㎥,0.0191ppm,0.0273ppm,0.45ppm,0.0021ppm,26°C,88%
3224,30대,남성,2018-11-21,서울시 양천구,28㎍/㎥,53.1㎍/㎥,0.0109ppm,0.0322ppm,0.78ppm,0.0033ppm,8.1°C,59%
3225,40대,여성,2022-02-17,대구시 군위군,26.4㎍/㎥,38.9㎍/㎥,0.031ppm,0.0394ppm,0.84ppm,0.0025ppm,-1.2°C,48%
3226,70대,남성,2020-02-22,서울시 송파구,28.4㎍/㎥,40㎍/㎥,0.0186ppm,0.0334ppm,0.41ppm,0.0031ppm,2.5°C,51%
3226,70대,남성,2020-09-24,대구시 동구,11.9㎍/㎥,17.6㎍/㎥,0.0241ppm,0.01ppm,0.29ppm,0.0021ppm,20.6°C,72%
3226,70대,남성,2021-06-18,광주시 동구,18㎍/㎥,32.6㎍/㎥,0.0422ppm,0.0197ppm,0.28ppm,0.0031ppm,23.6°C,71%
3227,60대,여성,2019-09-19,대구시 서구,11.9㎍/㎥,20.6㎍/㎥,0.0264ppm,0.0244ppm,0.36ppm,0.0036ppm,21.3°C,63%
3227,60대,여성,2020-07-04,세종특별자치시,13.3㎍/㎥,19.5㎍/㎥,0.0357ppm,0.0141ppm,0.41ppm,0.0032ppm,23.7°C,67%
3229,40대,남성,2021-12-17,인천시 연수구,22.2㎍/㎥,37.5㎍/㎥,0.0162ppm,0.0347ppm,0.92ppm,0.0011ppm,0.5°C,63%
3230,10대,남성,2022-12-27,서울시 동작구,19.3㎍/㎥,37.2㎍/㎥,0.0106ppm,0.0313ppm,0.55ppm,0.0031ppm,-2.3°C,58%
3231,30대,여성,2021-06-22,서울시 강북구,18.9㎍/㎥,31.5㎍/㎥,0.0359ppm,0.0178ppm,0.53ppm,0.0018ppm,22.1°C,72%
3232,60대,남성,2020-02-07,대구시 북구,27.4㎍/㎥,40.9㎍/㎥,0.0216ppm,0.0353ppm,0.59ppm,0.006ppm,3°C,59%
3233,70대,남성,2019-01-09,인천시 남동구,37.9㎍/㎥,66.2㎍/㎥,0.011ppm,0.0393ppm,0.89ppm,0.0053ppm,1°C,52%
3236,10대,남성,2021-03-11,부산시 금정구,34.7㎍/㎥,67.3㎍/㎥,0.0272ppm,0.0335ppm,0.47ppm,0.0028ppm,8.2°C,66%
3236,10대,남성,2021-04-26,인천시 서구,20.5㎍/㎥,43.1㎍/㎥,0.0376ppm,0.0519ppm,0.31ppm,0.004ppm,14.8°C,53%
3237,70대,남성,2021-02-19,부산시 사상구,28.9㎍/㎥,49.2㎍/㎥,0.0255ppm,0.0334ppm,0.73ppm,0.0034ppm,1°C,56%
3238,40대,여성,2020-10-17,대구시 북구,17.9㎍/㎥,35.1㎍/㎥,0.0235ppm,0.015ppm,0.36ppm,0.0031ppm,14.1°C,62%
3238,40대,여성,2022-08-08,부산시 동구,12.6㎍/㎥,20.1㎍/㎥,0.0252ppm,0.0231ppm,0.35ppm,0.0023ppm,26°C,75%
3239,70대,남성,2019-08-15,인천시 옹진군,16.8㎍/㎥,23.8㎍/㎥,0.0256ppm,0.0018ppm,0.61ppm,0.0017ppm,27.3°C,70%
3239,70대,남성,2021-06-16,대구시 북구,17.7㎍/㎥,33.1㎍/㎥,0.0436ppm,0.0198ppm,0.26ppm,0.0038ppm,21.4°C,77%
3239,70대,남성,2022-04-02,서울시 관악구,21.3㎍/㎥,43.6㎍/㎥,0.0384ppm,0.0159ppm,0.39ppm,0.0015ppm,15.1°C,61%
3240,10대,남성,2019-05-18,울산시 북구,27.8㎍/㎥,53.7㎍/㎥,0.0406ppm,0.0189ppm,0.47ppm,0.0026ppm,20.6°C,46%
3242,60대,남성,2021-09-24,울산시 울주군,4.3㎍/㎥,13.5㎍/㎥,0.0295ppm,0.0205ppm,0.34ppm,0.0036ppm,21.9°C,73%
3244,10대,여성,2019-02-28,서울시 송파구,35.8㎍/㎥,58.1㎍/㎥,0.0165ppm,0.0519ppm,0.56ppm,0.0054ppm,2.1°C,47%
3246,60대,여성,2019-08-22,서울시 초구,18.5㎍/㎥,24㎍/㎥,0.0318ppm,0.0183ppm,0.52ppm,0.0032ppm,28.4°C,71%
3251,20대,남성,2019-01-31,인천시 부평구,36.1㎍/㎥,66㎍/㎥,0.0157ppm,0.0269ppm,0.69ppm,0.0053ppm,-1.5°C,42%
3251,20대,남성,2020-04-14,광주시 남구,20.5㎍/㎥,44.4㎍/㎥,0.0317ppm,0.0106ppm,0.29ppm,0.005ppm,11.5°C,51%
3252,60대,남성,2022-12-01,서울시 양천구,18.2㎍/㎥,34.8㎍/㎥,0.0185ppm,0.0361ppm,0.58ppm,0.0028ppm,-1.9°C,59%
3253,50대,남성,2020-07-11,서울시 광진구,13.1㎍/㎥,20.7㎍/㎥,0.0295ppm,0.0221ppm,0.42ppm,0.0024ppm,24.2°C,79%
3253,50대,남성,2022-06-12,인천시 남동구,10.7㎍/㎥,20.4㎍/㎥,0.0407ppm,0.0259ppm,0.45ppm,0.0027ppm,24.6°C,73%
3254,20대,여성,2020-09-01,서울시 광진구,9.9㎍/㎥,18.1㎍/㎥,0.0258ppm,0.0238ppm,0.27ppm,0.0039ppm,22.1°C,69%
3254,20대,여성,2022-01-08,대구시 동구,28.4㎍/㎥,45.7㎍/㎥,0.0153ppm,0.049ppm,0.58ppm,0.0048ppm,-1.5°C,54%
3254,20대,여성,2022-03-16,부산시 북구,20.7㎍/㎥,43㎍/㎥,0.0235ppm,0.0322ppm,0.48ppm,0.0038ppm,8.3°C,56%
3255,20대,남성,2019-03-19,서울시 종로구,45.9㎍/㎥,68.7㎍/㎥,0.0265ppm,0.0298ppm,0.84ppm,0.0044ppm,8.6°C,53%
3255,20대,남성,2019-07-22,부산시 금정구,19.3㎍/㎥,24.9㎍/㎥,0.0348ppm,0.0121ppm,0.4ppm,0.0031ppm,26.2°C,63%
3259,30대,여성,2021-12-09,인천시 남동구,23.3㎍/㎥,38.3㎍/㎥,0.0141ppm,0.0188ppm,0.53ppm,0.0016ppm,0.4°C,65%
3260,10대,여성,2019-05-26,서울시 구로구,28.4㎍/㎥,51.4㎍/㎥,0.0446ppm,0.0257ppm,0.53ppm,0.0045ppm,18.6°C,52%
3260,10대,여성,2020-02-29,부산시 중구,27.7㎍/㎥,42.4㎍/㎥,0.02ppm,0.0237ppm,0.6ppm,0.0041ppm,0.8°C,62%
3262,40대,남성,2021-04-18,부산시 남구,17.9㎍/㎥,42.9㎍/㎥,0.04ppm,0.0217ppm,0.32ppm,0.0028ppm,14.6°C,47%
3262,40대,남성,2022-03-16,대구시 군위군,20.8㎍/㎥,42.3㎍/㎥,0.023ppm,0.0181ppm,0.53ppm,0.0038ppm,8.6°C,62%
3263,30대,여성,2020-05-07,인천시 옹진군,19.1㎍/㎥,34.1㎍/㎥,0.0316ppm,0.0193ppm,0.3ppm,0.0022ppm,19°C,71%
3266,60대,여성,2020-01-23,서울시 구로구,29.1㎍/㎥,42.9㎍/㎥,0.0159ppm,0.0298ppm,0.82ppm,0.0042ppm,1.7°C,52%
3267,50대,여성,2020-12-24,대구시 유성구,26.2㎍/㎥,42.9㎍/㎥,0.0187ppm,0.0487ppm,0.46ppm,0.0028ppm,-0.7°C,57%
3268,40대,여성,2019-05-17,부산시 사하구,28.7㎍/㎥,53.3㎍/㎥,0.0466ppm,0.0213ppm,0.37ppm,0.0063ppm,19.2°C,50%
3268,40대,여성,2019-07-07,대구시 대덕구,20.2㎍/㎥,25.6㎍/㎥,0.0281ppm,0.0187ppm,0.41ppm,0.0035ppm,26°C,72%
3268,40대,여성,2019-07-12,광주시 북구,17.8㎍/㎥,25㎍/㎥,0.0261ppm,0.0358ppm,0.58ppm,0.0024ppm,28°C,67%
3269,60대,여성,2021-02-25,서울시 구로구,29㎍/㎥,47.8㎍/㎥,0.0214ppm,0.0365ppm,0.4ppm,0.003ppm,3.3°C,59%
3270,50대,여성,2019-03-25,인천시 미추홀구,44.9㎍/㎥,68.6㎍/㎥,0.0282ppm,0.0257ppm,0.64ppm,0.004ppm,6.2°C,52%
3270,50대,여성,2019-07-04,대구시 서구,18.9㎍/㎥,26.9㎍/㎥,0.0315ppm,0.0153ppm,0.37ppm,0.0033ppm,26°C,73%
3270,50대,여성,2021-03-02,부산시 부산진구,32.6㎍/㎥,67.9㎍/㎥,0.025ppm,0.0308ppm,0.46ppm,0.0036ppm,9.9°C,63%
3270,50대,여성,2023-01-22,대구시 남구,28.7㎍/㎥,45.6㎍/㎥,0.0163ppm,0.0338ppm,0.67ppm,0.0051ppm,-0.6°C,61%
3271,50대,여성,2022-04-18,부산시 남구,19.5㎍/㎥,45.7㎍/㎥,0.0391ppm,0.0044ppm,0.44ppm,0.0023ppm,14.3°C,57%
3272,80대 이상,남성,2019-06-02,인천시 연수구,20㎍/㎥,29.4㎍/㎥,0.0363ppm,0.0134ppm,0.52ppm,0.0045ppm,22.3°C,59%
3273,20대,남성,2022-02-21,부산시 북구,24.6㎍/㎥,39.7㎍/㎥,0.0245ppm,0.0117ppm,0.46ppm,0.0037ppm,-2°C,57%
3274,40대,여성,2019-06-27,대구시 동구,18.6㎍/㎥,29㎍/㎥,0.0388ppm,0.0193ppm,0.46ppm,0.0031ppm,22.6°C,65%
3274,40대,여성,2020-03-26,서울시 관악구,24.1㎍/㎥,45.2㎍/㎥,0.0235ppm,0.0258ppm,0.61ppm,0.0034ppm,9.3°C,44%
3274,40대,여성,2022-11-08,서울시 양천구,23.1㎍/㎥,40㎍/㎥,0.0139ppm,0.0141ppm,0.42ppm,0.0032ppm,9.1°C,65%
3275,30대,남성,2018-12-02,서울시 성동구,27.2㎍/㎥,53.3㎍/㎥,0.0111ppm,0.0164ppm,0.54ppm,0.0044ppm,7.7°C,57%
3275,30대,남성,2021-12-19,인천시 강화군,23.8㎍/㎥,39.4㎍/㎥,0.0154ppm,0.0455ppm,0.69ppm,0.0043ppm,-0.8°C,60%
3276,80대 이상,여성,2022-05-18,광주시 북구,17.7㎍/㎥,33㎍/㎥,0.0565ppm,0.0051ppm,0.35ppm,0.0038ppm,20.2°C,56%
3277,60대,여성,2019-05-01,울산시 북구,30㎍/㎥,52.4㎍/㎥,0.0388ppm,0.0246ppm,0.35ppm,0.0018ppm,19.8°C,45%
3277,60대,여성,2019-10-07,인천시 남동구,16.5㎍/㎥,33.2㎍/㎥,0.0184ppm,0.0206ppm,0.48ppm,0.004ppm,15.5°C,61%
3279,50대,남성,2019-01-11,울산시 동구,37.5㎍/㎥,66.1㎍/㎥,0.0101ppm,0.0419ppm,0.81ppm,0.0046ppm,1.6°C,47%
3279,50대,남성,2020-03-13,부산시 사상구,26.8㎍/㎥,45㎍/㎥,0.0296ppm,0.0286ppm,0.51ppm,0.0028ppm,8.1°C,45%
3279,50대,남성,2022-12-26,서울시 은평구,19.6㎍/㎥,35.7㎍/㎥,0.0168ppm,0.0458ppm,0.59ppm,0.0026ppm,-3.2°C,63%
3282,40대,남성,2023-01-06,부산시 동래구,30.8㎍/㎥,43.8㎍/㎥,0.0192ppm,0.0344ppm,0.62ppm,0.0021ppm,0.4°C,61%
3285,40대,여성,2019-01-18,서울시 관악구,38.4㎍/㎥,67.8㎍/㎥,0.0123ppm,0.0278ppm,0.73ppm,0.0042ppm,-1.9°C,47%
3285,40대,여성,2021-03-07,인천시 부평구,33.2㎍/㎥,67.6㎍/㎥,0.0246ppm,0.0273ppm,0.66ppm,0.0037ppm,9.8°C,61%
3285,40대,여성,2022-05-21,부산시 연제구,16.8㎍/㎥,33.5㎍/㎥,0.0478ppm,0.0248ppm,0.32ppm,0.0037ppm,19.6°C,54%
3286,30대,남성,2020-01-07,대구시 남구,29㎍/㎥,42㎍/㎥,0.0145ppm,0.035ppm,0.6ppm,0.0044ppm,0.8°C,58%
3286,30대,남성,2021-06-29,광주시 남구,17.3㎍/㎥,33㎍/㎥,0.0378ppm,0.008ppm,0.24ppm,0.0036ppm,23.5°C,70%
3286,30대,남성,2022-06-26,대구시 달서구,11.6㎍/㎥,20.8㎍/㎥,0.0366ppm,0.0047ppm,0.28ppm,0.0021ppm,23.4°C,77%
3287,70대,여성,2022-02-05,서울시 양천구,24.6㎍/㎥,40㎍/㎥,0.03ppm,0.0187ppm,0.57ppm,0.0007ppm,-2.1°C,56%
3288,40대,남성,2020-09-03,부산시 기장군,11.4㎍/㎥,19㎍/㎥,0.0298ppm,0.0209ppm,0.42ppm,0.0025ppm,22.7°C,71%
3291,60대,여성,2021-07-17,부산시 강서구,16.3㎍/㎥,23.3㎍/㎥,0.0395ppm,0.0158ppm,0.45ppm,0.0028ppm,27.2°C,68%
3291,60대,여성,2022-06-10,인천시 연수구,11.2㎍/㎥,22.5㎍/㎥,0.0382ppm,0.01ppm,0.34ppm,0.0031ppm,23.8°C,67%
3294,20대,여성,2019-02-16,서울시 강남구,35.7㎍/㎥,57.4㎍/㎥,0.0193ppm,0.0444ppm,0.8ppm,0.0047ppm,1°C,46%
3297,40대,남성,2022-12-14,대구시 달성군,20㎍/㎥,37㎍/㎥,0.0159ppm,0.0399ppm,0.56ppm,0.0018ppm,-3.8°C,60%
3298,70대,여성,2019-04-01,대구시 동구,21.2㎍/㎥,39.7㎍/㎥,0.0308ppm,0.0206ppm,0.46ppm,0.0045ppm,12.1°C,59%
3299,70대,남성,2019-08-07,부산시 강서구,17㎍/㎥,25.1㎍/㎥,0.0332ppm,0.0229ppm,0.46ppm,0.0024ppm,26.5°C,69%
3299,70대,남성,2023-02-02,대구시 동구,24.4㎍/㎥,37.9㎍/㎥,0.0235ppm,0.0339ppm,0.51ppm,0.0044ppm,2.1°C,58%
3300,60대,남성,2021-08-10,서울시 강동구,13.9㎍/㎥,22.1㎍/㎥,0.0311ppm,0.0146ppm,0.44ppm,0.0013ppm,25.1°C,74%
3300,60대,남성,2022-10-08,인천시 남동구,15.3㎍/㎥,24.3㎍/㎥,0.0144ppm,0.0291ppm,0.39ppm,0.0026ppm,14.2°C,68%
3303,60대,여성,2020-12-20,부산시 부산진구,27.7㎍/㎥,42.3㎍/㎥,0.0132ppm,0.0157ppm,0.52ppm,0.0041ppm,-0.8°C,64%
3304,60대,남성,2019-07-02,서울시 초구,17.8㎍/㎥,26.7㎍/㎥,0.0348ppm,0.019ppm,0.55ppm,0.001ppm,26.3°C,70%
3304,60대,남성,2019-10-03,부산시 기장군,14.5㎍/㎥,32.6㎍/㎥,0.0184ppm,0.0149ppm,0.64ppm,0.0034ppm,18°C,59%
3304,60대,남성,2022-01-12,울산시 남구,28.4㎍/㎥,44㎍/㎥,0.0125ppm,0.0411ppm,0.74ppm,0.0026ppm,-1.5°C,56%
3305,60대,여성,2022-06-04,서울시 종로구,12.5㎍/㎥,22.1㎍/㎥,0.0341ppm,0.0211ppm,0.32ppm,0.0035ppm,24.5°C,77%
3307,50대,여성,2020-11-30,인천시 남동구,24.5㎍/㎥,41.4㎍/㎥,0.0177ppm,0.0344ppm,0.43ppm,0.0036ppm,8.1°C,64%
3308,50대,여성,2021-04-11,서울시 서대문구,18.4㎍/㎥,43.5㎍/㎥,0.0388ppm,0.0238ppm,0.32ppm,0.003ppm,12.9°C,54%
3309,50대,남성,2019-02-14,서울시 동대문구,34.4㎍/㎥,58.6㎍/㎥,0.0175ppm,0.0146ppm,0.65ppm,0.0049ppm,1.6°C,46%
3309,50대,남성,2019-08-23,인천시 중구,16.4㎍/㎥,26.7㎍/㎥,0.0322ppm,0.0182ppm,0.46ppm,0.0033ppm,28°C,70%
3312,20대,여성,2020-08-27,부산시 기장군,16.3㎍/㎥,21.7㎍/㎥,0.0283ppm,0.0284ppm,0.14ppm,0.0024ppm,25.7°C,83%
3312,20대,여성,2021-08-18,서울시 서대문구,11.8㎍/㎥,18㎍/㎥,0.0367ppm,0.0214ppm,0.45ppm,0.0028ppm,26.4°C,72%
3313,20대,여성,2019-01-15,인천시 동구,37.2㎍/㎥,66.1㎍/㎥,0.0153ppm,0.0503ppm,0.71ppm,0.0043ppm,0.2°C,44%
3316,70대,여성,2022-07-24,부산시 동구,15.5㎍/㎥,26.2㎍/㎥,0.0399ppm,0.0249ppm,0.58ppm,0.0018ppm,26.4°C,76%
3317,30대,여성,2020-08-15,서울시 은평구,16.2㎍/㎥,21.9㎍/㎥,0.0258ppm,0.002ppm,0.37ppm,0.0017ppm,29.1°C,84%
3317,30대,여성,2022-10-14,인천시 연수구,13.5㎍/㎥,25.8㎍/㎥,0.0208ppm,0.0329ppm,0.44ppm,0.0028ppm,14.2°C,69%
3318,30대,여성,2020-06-28,서울시 마포구,20.7㎍/㎥,34.6㎍/㎥,0.0399ppm,0.0058ppm,0.52ppm,0.0028ppm,24.5°C,68%
3318,30대,여성,2022-03-17,서울시 강북구,18.7㎍/㎥,43.4㎍/㎥,0.0309ppm,0.0267ppm,0.25ppm,0.0032ppm,9.3°C,63%
3318,30대,여성,2022-08-23,서울시 성동구,10.1㎍/㎥,19.8㎍/㎥,0.0306ppm,0.0073ppm,0.45ppm,0.0033ppm,26.9°C,77%
